Track ID,Track name,Artist,Popularity,Release year,Genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7k5VJYlD6tMDN1i4yz2WOS,iCARUS,HAARPER,65,2022,"genre:""Mood""",0.889,0.42,8,-9.157,1,0.172,0.00428,0.0121,0.274,0.595,138.002,117065,4
4zgDGtOWPEsot8BmqvX9KI,NOT ENOUGH MANA,HAARPER,64,2023,"genre:""Mood""",0.88,0.694,3,-7.393,0,0.204,0.00813,0.0296,0.0887,0.431,153.962,115812,4
54GrLa8J4zdvRfU8VXdo8l,NOTHING IS FOREVER,HAARPER,64,2023,"genre:""Mood""",0.835,0.589,9,-7.942,1,0.111,0.0214,0.00522,0.125,0.35,136.008,152316,4
4A8ZrHG2XRCEDvprLogBRF,Seth Rogen Is My Eskimo Brother,HAARPER,62,2019,"genre:""Mood""",0.81,0.531,1,-9.296,1,0.0928,0.063,0.000839,0.128,0.399,160.012,108938,4
4SKu9Gc1w54tuF1m4Z0aAM,BEAM TO YA HEAD,HAARPER,63,2023,"genre:""Mood""",0.771,0.742,5,-6.028,0,0.0638,0.0505,0.544,0.138,0.207,153.914,108020,4
3eKflAJ3tD4c9l07KPLlkk,Growth Stunt,HAARPER,61,2019,"genre:""Mood""",0.851,0.573,8,-11.837,1,0.379,0.325,0.563,0.105,0.659,160.024,111469,4
2KbETzNYVYmqHVBk43Zydk,GIVE ME BRAIN,HAARPER,60,2022,"genre:""Mood""",0.817,0.564,7,-7.884,1,0.154,0.00414,0.011,0.48,0.687,159.979,123469,4
00uqoS2etum2Kc0THySQwx,Archon,HAARPER,61,2020,"genre:""Mood""",0.746,0.832,8,-5.88,1,0.0425,0.0161,0.626,0.122,0.277,136.024,122316,4
3T4N6wohtfOJN4okuvHiWT,Drop It Like It's Hot!,HAARPER,63,2020,"genre:""Mood""",0.743,0.885,10,-4.41,0,0.0714,0.0317,0.4,0.113,0.648,167.097,135988,4
5PTrghejwHIxIQOjEZpjQg,DEAD SPACE,HAARPER,58,2023,"genre:""Mood""",0.769,0.621,9,-10.05,1,0.0545,0.0279,0.837,0.0823,0.176,122.977,137195,4
4nbofXfYHejWJbJcxSLQXc,pacman,eaJ,62,2023,"genre:""Mood""",0.657,0.274,7,-8.228,1,0.0366,0.794,0.0,0.0917,0.43,119.873,93520,4
3i0mZTZMmFHaTryVYqq6ix,DEAD TO ME,HAARPER,60,2020,"genre:""Mood""",0.721,0.562,11,-8.927,0,0.175,0.00224,0.0019,0.0828,0.163,162.11,134257,4
3UBYhH88mEN3Xtz1BTgt9H,C4,HAARPER,58,2020,"genre:""Mood""",0.861,0.782,9,-3.914,0,0.138,0.042,0.000388,0.198,0.961,140.005,125682,4
48BDc81hWQjTEHE06J1jc6,GOJIRA,HAARPER,58,2022,"genre:""Mood""",0.682,0.73,10,-6.962,0,0.0781,0.00225,0.66,0.123,0.31,165.97,117560,4
3olf5sETvIDLbY1a0K0sdw,ZODD,HAARPER,59,2021,"genre:""Mood""",0.695,0.669,5,-9.365,0,0.0594,0.00824,0.636,0.189,0.508,161.086,128665,4
3vbd0XJElYnbD1TQs3lO4k,CENTIPEDE,HAARPER,57,2022,"genre:""Mood""",0.891,0.368,0,-7.904,0,0.279,0.00608,1.7e-05,0.0572,0.0903,138.008,117065,4
6mZ6SNzhdYJg9cN22RoZip,Car Crash,eaJ,57,2022,"genre:""Mood""",0.681,0.679,0,-6.699,1,0.0414,0.0063,0.000109,0.175,0.262,124.966,186453,4
5jqh407cAc00xLMSrJ51os,INTENSIVE CARE UNIT,HAARPER,55,2023,"genre:""Mood""",0.651,0.684,2,-9.277,1,0.0445,0.000293,0.866,0.117,0.198,176.025,99972,4
6VI4OmjLh5NBzfdW4INBi1,bleachers,templuv,54,2022,"genre:""Mood""",0.896,0.767,9,-3.592,1,0.246,0.0741,0.000467,0.0727,0.831,149.983,129800,4
5UCmM6n4zerRlNQ5C3fJxz,We Only Go North,HAARPER,59,2019,"genre:""Mood""",0.854,0.481,1,-8.949,0,0.0952,0.0651,0.0137,0.0982,0.104,135.96,113493,4
7ozOFKg87i28TSrfpUm1jD,la trains,eaJ,58,2023,"genre:""Mood""",0.546,0.428,1,-10.085,0,0.0635,0.673,0.000162,0.367,0.426,139.842,80773,4
4eFJGYVvnPDky3iKsFLCNB,castle in the sky,eaJ,56,2023,"genre:""Mood""",0.695,0.408,0,-8.542,1,0.0288,0.679,0.0,0.151,0.261,90.031,176102,4
4X7sPYRNdsVCR72UcvVwc4,Chosen Ones (feat. Baker Ya Maker),HAARPER,53,2019,"genre:""Mood""",0.904,0.747,8,-5.324,1,0.0834,0.00595,0.0332,0.153,0.48,145.998,107389,4
4JHfB0tPjE38N5KTSaX39I,Can We Be Free,KUURO,53,2019,"genre:""Mood""",0.621,0.863,11,-3.389,0,0.0913,0.0422,0.0,0.123,0.442,95.029,198316,4
4CHDcWhqTsz53Ur9zmvHs8,Empty Bed,Saint Punk,54,2021,"genre:""Mood""",0.714,0.69,8,-5.356,1,0.0875,0.0137,1.17e-05,0.13,0.631,123.037,214634,4
6Kk1uv7JXbVOkqxrYi0Mzd,FIGHT CLUB,HAARPER,52,2021,"genre:""Mood""",0.749,0.754,8,-6.937,1,0.175,0.0261,0.00063,0.345,0.7,170.014,122294,4
0mjm9xyPu1xbLxooO1EPt2,Eeny Meeny Miney Mo,HAARPER,49,2019,"genre:""Mood""",0.839,0.389,8,-9.706,1,0.097,0.196,0.471,0.117,0.466,122.006,96625,4
4ZD2fThQvyeQyksnxzIDWb,Mothman,HAARPER,50,2020,"genre:""Mood""",0.765,0.827,0,-6.111,0,0.0596,0.131,0.00302,0.129,0.467,153.923,112695,4
1BkHHRUJtnZFy01DwjEAMw,sober go away,eaJ,51,2023,"genre:""Mood""",0.672,0.659,9,-8.38,0,0.207,0.0869,0.000641,0.207,0.668,76.996,126274,4
6U6TDsgpWCaeI1wneNAPKj,safe in the rain,eaJ,51,2023,"genre:""Mood""",0.7,0.57,11,-5.382,1,0.0297,0.0478,0.0,0.0691,0.603,159.056,138113,3
1OI3iRcPSjHdS6ERJHzBGB,She's Got a Gun,KUURO,49,2020,"genre:""Mood""",0.596,0.858,1,-4.034,1,0.0536,0.0137,4.4e-06,0.337,0.251,150.059,193600,4
5GS3oqYSwUnYeEoWdTUXUw,SKINWALKER,HAARPER,48,2022,"genre:""Mood""",0.913,0.825,0,-4.95,1,0.109,0.0126,0.00502,0.041,0.699,143.038,124720,4
2pXFT5eKWKc7euDfbu8cay,Anemic,HAARPER,48,2019,"genre:""Mood""",0.713,0.744,0,-5.044,1,0.0438,0.0609,0.557,0.11,0.172,81.0,101204,4
44NX9F9DsznD4ww3dhxRtX,in my civic,eaJ,50,2023,"genre:""Mood""",0.798,0.451,0,-10.276,1,0.0717,0.0145,0.0,0.294,0.373,112.925,157689,3
7znyICtC9z5lbzZjs1ZPTu,CINNAMON,HAARPER,48,2022,"genre:""Mood""",0.75,0.741,8,-7.731,1,0.279,0.0107,0.257,0.355,0.571,165.039,128909,4
6nmvb6WdkIcLobvcvZHKyE,lennon,eaJ,49,2023,"genre:""Mood""",0.581,0.714,2,-5.139,0,0.0385,0.0408,1.58e-06,0.0924,0.847,155.083,144991,4
6ZB7xRozXGI5fBm3NtRhXL,wallflower,eaJ,48,2023,"genre:""Mood""",0.399,0.311,1,-11.109,1,0.047,0.381,0.0,0.115,0.143,127.904,170853,4
6tz2F0XMz38pCbaAnDEiEn,4Am,HAARPER,48,2020,"genre:""Mood""",0.656,0.83,5,-5.345,1,0.0923,0.0353,0.675,0.101,0.295,74.996,115700,4
5IctAQm39y9qiMtbKdzLzf,Waiting,KUURO,48,2021,"genre:""Mood""",0.523,0.781,4,-4.342,0,0.065,0.00918,2.02e-06,0.597,0.211,90.181,210000,4
6TeLt6AjyPI4djQIpXPPXO,Naga,HAARPER,46,2019,"genre:""Mood""",0.793,0.791,11,-6.703,1,0.0753,0.0271,0.37,0.305,0.27,169.067,116893,4
6N6iMA1toakncEnpNC8o8J,Shiv,HAARPER,46,2019,"genre:""Mood""",0.846,0.697,1,-6.896,1,0.155,0.0314,0.202,0.118,0.555,87.014,102500,4
6vIMFEjToJUHyAgKK8s6Lk,shouldacoulda,templuv,44,2023,"genre:""Mood""",0.769,0.477,0,-5.956,1,0.0499,0.219,0.0,0.216,0.726,120.026,162856,4
017k3P3Itzp48PWMqOybaI,"Sincerely,",eaJ,47,2023,"genre:""Mood""",0.552,0.135,7,-15.639,1,0.0766,0.925,0.0,0.104,0.151,65.605,130107,4
2iyVwlrSE1jJOrohg5tv0z,Don't Stop,KUURO,45,2020,"genre:""Mood""",0.517,0.852,1,-4.4,1,0.11,0.00228,0.316,0.142,0.177,180.152,166667,4
0Uv6NeHyIwJiTUg1lt07Ps,Nimbus 94,HAARPER,45,2019,"genre:""Mood""",0.841,0.67,0,-8.971,1,0.0589,0.0677,0.55,0.227,0.668,138.047,108625,4
6vKiYEdILFwvN3mtwgLiAA,LA STARS,eaJ,47,2023,"genre:""Mood""",0.719,0.592,7,-5.554,1,0.0536,0.364,1.54e-05,0.104,0.427,91.988,151316,4
6tSa72Ivd9ltEV9qJsQTfw,Close To Hell,KUURO,45,2021,"genre:""Mood""",0.5,0.862,6,-6.234,1,0.323,0.0047,1.29e-05,0.0944,0.391,155.03,198194,4
5UBonaClAZVfzxJNn8nnhh,Brown Sleep Noise,Sleep Miracle,78,2020,"genre:""Sleep""",0.0555,0.0837,1,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,248000,4
6H4B9gJD6eQlNoEh8q85pP,White Noise - 145 hz,Granular,73,2017,"genre:""Sleep""",0.0,2.03e-05,2,-40.449,0,0.0,0.944,0.869,0.112,0.0,0.0,135484,0
65rkHetZXO6DQmBh3C2YtW,White Noise - 500 hz,Granular,74,2017,"genre:""Sleep""",0.0,4.98e-05,10,-32.354,0,0.0,0.923,0.297,0.11,0.0,0.0,147097,0
11Rm75lU5EmETsTR22C0gT,Rolling Ocean Waves,Ocean Waves For Sleep,69,2015,"genre:""Sleep""",0.127,0.941,1,-16.083,0,0.0509,0.813,0.988,0.178,1e-05,82.144,96872,3
20GlDz2SYsXF8pzdxguxfe,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",White Noise Baby Sleep,82,2015,"genre:""Sleep""",0.179,0.00189,1,-25.2,1,0.327,0.982,0.279,0.111,1e-05,81.71,595106,4
67iF3DdebmElASIGoebYt1,Brown Noise - Loopable with No Fade,White Noise Meditation,68,2015,"genre:""Sleep""",0.0,2.01e-05,5,-15.776,1,0.0,0.0,0.0,0.0,0.0,0.0,73887,0
575DZcL4PtBm3qoFdilkq8,Box Fan Sound,Tmsoft’s White Noise Sleep Sounds,67,2013,"genre:""Sleep""",0.0,2.03e-05,4,-25.402,1,0.0,0.15,0.204,0.112,0.0,0.0,589972,0
5x7KQWWwQDcqvMN0HbfjfM,Unistades,Eyla Calmes,69,2023,"genre:""Sleep""",0.144,0.00324,8,-40.161,1,0.041,0.986,0.956,0.105,0.0313,139.52,165000,4
0CMYUXTTTmI6Lwc0opH2XG,Herinneringen,Sohn Aelia,71,2022,"genre:""Sleep""",0.0685,0.00342,0,-37.156,1,0.0418,0.99,0.91,0.106,0.0581,73.644,172357,1
7EZKkc9CWvBoB52E2g2rFP,Hiemal,Klaangen,70,2022,"genre:""Sleep""",0.223,0.0187,7,-37.936,1,0.0379,0.965,0.88,0.107,0.0391,69.354,167887,4
5LEHlRPjGcZ5RdagAwXpHS,Beautiful Imagination,Little Circuits,68,2021,"genre:""Sleep""",0.102,0.0333,3,-34.177,1,0.0476,0.797,0.927,0.111,0.0591,89.605,143053,4
1IkrL2wE6aWYzOmWjZmNO9,Cross A Line,Sean Altar,69,2022,"genre:""Sleep""",0.18,0.0187,0,-31.807,1,0.044,0.969,0.916,0.128,0.0339,71.135,138857,3
55YaGVtmlMuuz6KyrNBY1F,Calm World,Little Circuits,69,2023,"genre:""Sleep""",0.152,0.00198,3,-38.441,1,0.0395,0.977,0.955,0.107,0.035,135.423,177692,3
2gdCsrNrQlMj2EFnsMFUHA,Weißes Rauschen: Baby Schlafhilfe,Weißes Rauschen HD,68,2016,"genre:""Sleep""",0.0788,9.94e-05,10,-26.43,1,0.193,0.117,0.194,0.327,0.0,168.156,88230,1
4oAVmszDgIihib6QBxqjEh,Tillbakalutande,Eleonora Feldt,69,2022,"genre:""Sleep""",0.186,0.0338,4,-34.438,1,0.0398,0.984,0.895,0.106,0.0665,61.769,163408,4
4HJJh915LuQpMjEO0tFwhx,Finally At Ease,Molecular Clouds,67,2022,"genre:""Sleep""",0.166,0.00398,4,-34.203,1,0.0515,0.861,0.906,0.112,0.113,128.278,160000,4
2LSVCsevs25vMNmAdCTVMZ,Morgennebel,Velpo Sonols,68,2023,"genre:""Sleep""",0.156,0.000731,11,-37.942,1,0.0695,0.95,0.93,0.112,0.0392,131.403,181715,3
2n3Nzq9Mv1CUXzac82tw4M,Curved,Lugar,69,2023,"genre:""Sleep""",0.348,0.000207,2,-34.733,1,0.174,0.869,0.973,0.112,0.0,138.692,137647,4
4Dduhh8xWr0XCBoVJthchN,Lorimor,Savasana,64,2021,"genre:""Sleep""",0.202,0.00618,5,-33.929,1,0.0487,0.968,0.957,0.142,0.0601,63.358,139548,3
3exsS4AVm9MhF7iW7R0WqT,Within Reach,Unwritten Skies,66,2023,"genre:""Sleep""",0.15,0.000155,2,-38.381,1,0.0588,0.906,0.967,0.111,0.0,139.14,135724,4
1mPXOwNa6urtuDTv9XZlL3,Deep Brown Noise,Brainbox,64,2021,"genre:""Sleep""",0.241,0.332,1,-34.869,1,0.0735,0.776,0.971,0.112,0.129,138.674,188000,3
7CLQUiUTBqBtjZHHkSVNuf,starlit rainfall,"oh, the joy.",67,2021,"genre:""Sleep""",0.058,0.959,2,-35.84,0,0.0488,0.121,0.984,0.731,1e-05,50.531,161000,4
5pGBDKBaR63vuJ4g8ialcU,Deep Sleep Recovery Noise,Water Sound Natural White Noise,67,2020,"genre:""Sleep""",0.0,0.032,1,-30.704,1,0.0,0.916,0.202,0.103,0.0,0.0,63000,0
50ZPTAib8pmhNbUirF8AAJ,Gauean,Darcie Roman,64,2022,"genre:""Sleep""",0.197,0.00642,1,-34.822,1,0.035,0.987,0.87,0.106,0.157,71.259,236560,3
6KU6lJNEwpHSB8EdI6klNN,Eudaimonia,Gaea Antoniou,68,2021,"genre:""Sleep""",0.0802,0.00761,2,-32.863,1,0.0497,0.975,0.9,0.112,0.0623,172.676,177000,4
6dklA8QKFaS9iYIshadCPR,Essence,Miesha Berens,64,2023,"genre:""Sleep""",0.133,0.00104,11,-41.648,1,0.047,0.992,0.957,0.129,0.0353,69.065,177000,3
5KzZLb3KFjGrQZW6WH8Cyc,Relieve,Juliana Stipe,66,2023,"genre:""Sleep""",0.18,0.00108,0,-39.647,1,0.0494,0.989,0.961,0.129,0.0727,67.837,193138,3
5RA07TPFsjrAR9iDR0OiHC,Cloud Gazing,Sleepy Clouds,65,2023,"genre:""Sleep""",0.0653,0.000263,8,-35.126,1,0.0541,0.976,0.851,0.112,0.296,32.477,167947,3
6oL6yOWVL8zJfwg2mlkMag,Dans le noir,Charmaine D'Avis,67,2022,"genre:""Sleep""",0.132,0.00735,0,-37.541,1,0.0494,0.953,0.864,0.103,0.0564,73.273,178500,5
52UFaisgZzjLPyuhf01Amo,Pink Noise for Sleeping,Pink Noise,62,2016,"genre:""Sleep""",0.105,0.0328,1,-33.814,1,0.0748,0.968,0.874,0.112,0.014,78.386,300188,1
1DS4QEIy4juYscI1xWYnad,Pulsar,Carufo,67,2023,"genre:""Sleep""",0.0767,0.00224,7,-37.927,1,0.0454,0.96,0.929,0.11,0.0383,74.358,162593,5
4AxLkuDH6lAh4zfAqnMk1n,Mirrors,Tairata,63,2021,"genre:""Sleep""",0.181,0.00879,5,-33.139,1,0.0458,0.979,0.937,0.0957,0.0478,69.255,138361,1
4rE5DyWiZPeowXDEkkceeH,Apogee,Debyah,65,2023,"genre:""Sleep""",0.118,0.00164,8,-37.569,1,0.0483,0.99,0.921,0.0962,0.0414,70.857,199086,5
5HfIHltHzu31DBzxJwoVQg,The Riddle of Dreams,Carligo,64,2021,"genre:""Sleep""",0.155,0.00714,0,-36.868,1,0.0555,0.971,0.87,0.116,0.038,142.061,147563,3
595wjSvF9vZ3yiyu6yzicF,Idyllica,Oberohn,67,2023,"genre:""Sleep""",0.161,0.00168,2,-36.563,1,0.0462,0.945,0.93,0.105,0.271,71.868,133987,4
6H5ooYkeIL8RUXd11ZrWbS,Interlude,Light & Sound,62,2023,"genre:""Sleep""",0.14,0.00043,10,-37.357,1,0.0626,0.837,0.973,0.111,0.34,138.938,160800,3
41Fp3VZmyloxKUUcWDUrH2,Repouso,Polysomni,64,2021,"genre:""Sleep""",0.142,0.0126,9,-36.191,0,0.0465,0.982,0.755,0.129,0.0389,141.203,236583,5
0DjPkjHwrelEO2WEfoaxOM,Cuidada,Lucinda Pasillas,65,2022,"genre:""Sleep""",0.145,0.0034,2,-36.838,1,0.0387,0.949,0.846,0.109,0.143,69.512,172424,3
6ag3FxxSmUZu8PoTNfgPEx,Windless,Apech,62,2023,"genre:""Sleep""",0.16,0.000557,8,-39.378,1,0.0482,0.977,0.959,0.111,0.0914,74.49,177000,5
7sKPbqAPAP4llKXGEXqCaH,Delta Sinus Noise Pad,Wiser Noise,62,2021,"genre:""Sleep""",0.14,0.0149,6,-30.639,1,0.0596,0.85,0.767,0.115,0.446,68.55,124087,3
0kuBMsyIEjgPEvxumcFUTV,Strewn Across,Oberohn,64,2021,"genre:""Sleep""",0.149,0.0498,0,-34.233,1,0.0502,0.84,0.905,0.104,0.0966,138.327,156500,3
15SJMsBLp7GR8FH9WvamuG,Mellow,Boreal Embla,66,2022,"genre:""Sleep""",0.0611,0.00543,4,-36.803,1,0.0535,0.945,0.739,0.11,0.0871,71.876,213979,5
2bBNdeBMLLOrpzewcEQIPl,For Your Relief,Calming Eyes,63,2022,"genre:""Sleep""",0.149,0.0161,2,-34.556,1,0.0351,0.906,0.945,0.111,0.03,141.243,141511,3
3rPFA1lIlvYgmQbblz3sDp,What Matters Most,Nathaniel Rembrandt,64,2022,"genre:""Sleep""",0.15,0.00618,10,-37.04,1,0.0459,0.988,0.702,0.103,0.103,68.849,195062,4
45rdJZmlX5VNVcBEqEO89p,Soundness,Sleepy Sine,68,2023,"genre:""Sleep""",0.155,0.0156,7,-34.193,1,0.0395,0.939,0.95,0.107,0.0387,66.342,185431,4
5BuUke8soY1IIEeJK4eNkk,Sineway,Boreal Embla,63,2021,"genre:""Sleep""",0.123,0.00485,1,-36.102,1,0.0481,0.974,0.832,0.116,0.0394,77.05,141138,3
2S8zzsvlurouRcb7zbJOz1,Liberation,Nova Issue,62,2021,"genre:""Sleep""",0.127,0.0286,5,-31.27,1,0.046,0.951,0.777,0.107,0.114,76.496,150000,3
0G04ehzIE3QEkmvVK1Lxl8,Conversant,Doris Melwin,64,2022,"genre:""Sleep""",0.133,0.0035,2,-37.141,1,0.0408,0.974,0.923,0.106,0.0763,71.63,151673,3
0X33Oo6yg2qlTsrFiH1qta,Revolve,Sleepless Eye,61,2021,"genre:""Sleep""",0.133,0.0353,0,-31.636,1,0.044,0.861,0.572,0.11,0.0356,143.332,187200,5
0sMr78LRMvZNviXwmOWGQE,Cette Montagne,Tascenda,65,2022,"genre:""Sleep""",0.0984,0.00297,11,-38.709,1,0.0416,0.977,0.905,0.175,0.0762,72.513,206521,1
2l8QQVT6hYdnT79kKCU6p6,No Llega el Olvido,Jenni Rivera,70,2009,"genre:""Regional Mexican""",0.573,0.276,10,-8.073,1,0.0397,0.651,0.0,0.0909,0.442,81.898,194947,4
4pIiKrGXCgTZOAFGJjCEvL,Ya Lo Sé,Jenni Rivera,68,2009,"genre:""Regional Mexican""",0.485,0.388,3,-5.729,1,0.0326,0.528,0.0,0.131,0.696,159.672,203520,3
3qIyYcE3nwAPOlXP6SSGPg,De Contrabando,Jenni Rivera,69,2005,"genre:""Regional Mexican""",0.751,0.669,3,-3.228,1,0.0478,0.825,7.56e-05,0.0834,0.695,90.028,186333,4
7bEZbS1gadU29L5eIwM2gM,Inolvidable,Jenni Rivera,69,2006,"genre:""Regional Mexican""",0.597,0.66,10,-3.878,1,0.193,0.769,0.0,0.115,0.967,183.717,179320,4
51CruNPLETPjo5BV5k2MYt,Basta Ya - Banda,Jenni Rivera,69,2011,"genre:""Regional Mexican""",0.593,0.557,2,-4.014,1,0.0368,0.52,1.07e-06,0.1,0.705,149.991,243173,4
3Q9Q9rYI2hwYZNl0Mmc2FB,La Gran Señora,Jenni Rivera,66,2009,"genre:""Regional Mexican""",0.623,0.398,0,-5.804,1,0.0457,0.605,0.0,0.125,0.754,80.115,252440,3
7aCLtSlkFRMiPycFEEhLFA,Con Él,Jenni Rivera,67,2008,"genre:""Regional Mexican""",0.751,0.526,4,-3.218,1,0.0351,0.662,0.0,0.253,0.837,100.099,226950,4
1dqURLZC3n4EL6lPUF2DHx,Qué Me Vas a Dar,Jenni Rivera,65,2005,"genre:""Regional Mexican""",0.644,0.635,5,-1.971,1,0.0362,0.798,0.0,0.0989,0.857,88.362,195627,4
5uhtYs2t9NiemfPfwHjslo,Si La Quieres,Los Horóscopos De Durango,63,2005,"genre:""Regional Mexican""",0.782,0.646,1,-4.077,0,0.0375,0.142,0.0,0.139,0.9,123.863,166427,4
54dl0Wvtmd9tcLfwjxONEn,Por Qué No Le Calas,Jenni Rivera,63,2009,"genre:""Regional Mexican""",0.582,0.385,7,-5.444,1,0.0333,0.708,0.0,0.211,0.644,141.713,205133,3
5M0xCMnbD2gDUfhRo5pvlT,Ovarios,Jenni Rivera,62,2012,"genre:""Regional Mexican""",0.909,0.531,5,-3.68,1,0.0622,0.693,2.37e-05,0.181,0.952,116.87,172013,4
6h8oQHda1vXeex187OLud3,Chuper Amigos,Jenni Rivera,59,2008,"genre:""Regional Mexican""",0.838,0.553,8,-4.725,1,0.0432,0.541,2.2e-05,0.0648,0.97,141.906,245968,4
4sT4lDZR7uwgYxEmiqZvEQ,Resulta - Banda,Jenni Rivera,63,2011,"genre:""Regional Mexican""",0.476,0.525,0,-4.348,1,0.121,0.576,0.0,0.0716,0.809,176.165,223813,4
2WDYkaIeWZOxdnp14Oa71G,Cuando Muere una Dama,Jenni Rivera,62,2005,"genre:""Regional Mexican""",0.795,0.658,2,-2.553,1,0.0448,0.786,0.0,0.0734,0.92,109.975,244200,4
2q13QRhe7cgmZNjUmwbn4p,Como Tu Mujer - Banda,Jenni Rivera,63,2011,"genre:""Regional Mexican""",0.731,0.612,10,-3.28,1,0.0256,0.361,1.01e-05,0.102,0.867,96.012,265840,4
0NzGnsM6MC274tRJycdwY4,Dos Locos,Los Horóscopos De Durango,51,2006,"genre:""Regional Mexican""",0.605,0.612,1,-5.791,0,0.26,0.408,0.0,0.109,0.96,139.943,203680,4
59AAuV11OFaL8VX98tLxYx,Culpable o Inocente,Jenni Rivera,63,2008,"genre:""Regional Mexican""",0.663,0.471,5,-4.518,1,0.0349,0.527,0.0,0.329,0.762,139.759,212902,4
5FSZ1u0m46BQPGNXZEO5AS,Amiga Si Lo Ves,Jenni Rivera,61,2004,"genre:""Regional Mexican""",0.636,0.48,11,-8.475,1,0.0389,0.712,0.0,0.103,0.655,140.144,263893,4
2lxiwqCxyXDxL8xks4aXBu,Mirame,Jenni Rivera,60,2006,"genre:""Regional Mexican""",0.484,0.587,4,-4.651,1,0.051,0.702,0.0,0.33,0.79,174.416,223920,3
5Nj0RXNoIlEarYJPo6VWJR,No Me Pregunten por Él,Jenni Rivera,60,2005,"genre:""Regional Mexican""",0.705,0.499,3,-5.291,1,0.0754,0.792,0.0,0.13,0.942,158.329,220480,4
0fqFKDW0OUuuZSNaQjt8fp,Besos y Copas - En Vivo,Jenni Rivera,59,2006,"genre:""Regional Mexican""",0.738,0.293,7,-7.414,1,0.15,0.683,2.19e-05,0.0718,0.862,84.023,217467,4
02ykJXbTaAyxPgaicIRxo4,Mariposa de Barrio,Jenni Rivera,58,2006,"genre:""Regional Mexican""",0.705,0.448,7,-5.643,1,0.0677,0.464,6.66e-06,0.0702,0.553,78.993,238027,4
3O6AIhv3Byai1T9U0bwaat,Hoy Me Voy A Emborrachar,Janely Rosa,58,2023,"genre:""Regional Mexican""",0.556,0.409,9,-6.121,0,0.043,0.349,0.0,0.0512,0.615,79.888,201000,4
5iDUrvgLFYz6402MFCjoht,Obsesión,Los Horóscopos De Durango,57,2005,"genre:""Regional Mexican""",0.774,0.611,9,-3.993,1,0.0704,0.401,0.0,0.121,0.961,141.626,215147,4
0KJukOSRpRffsmjG3KB9L7,A Cambio de Qué - Banda,Jenni Rivera,60,2011,"genre:""Regional Mexican""",0.732,0.517,5,-4.115,1,0.0378,0.564,0.0,0.0912,0.943,140.033,264187,4
01AVaTct7bSuVvG5HdsGbc,Déjame Volver Contigo,Jenni Rivera,59,2009,"genre:""Regional Mexican""",0.416,0.36,8,-5.207,1,0.0314,0.742,5.12e-06,0.119,0.462,180.21,239613,4
0mVNDYnQh9Dcdl3M2fRts1,Ahora Que Estuviste Lejos,Jenni Rivera,58,2006,"genre:""Regional Mexican""",0.521,0.724,5,-1.771,1,0.17,0.776,0.0,0.0418,0.772,190.185,218280,3
2RnicjjQqoaeY2YiiMxrPq,Querida Socia,Jenni Rivera,59,2004,"genre:""Regional Mexican""",0.826,0.531,2,-4.613,0,0.0458,0.685,0.0,0.306,0.758,103.671,178840,4
43BemmCZRTcjYDnT7HqJWW,Se Las Voy a Dar a Otro,Jenni Rivera,57,2001,"genre:""Regional Mexican""",0.443,0.555,8,-4.524,1,0.166,0.65,1.72e-06,0.394,0.857,207.776,215039,4
150USNQZ2CCfh4KxRxG0CP,La Chacalosa,Jenni Rivera,55,1995,"genre:""Regional Mexican""",0.772,0.534,10,-5.261,1,0.0551,0.695,2.17e-06,0.14,0.964,134.868,216880,4
3rbtjnfJKzKxvwvaB3zopY,Ajustando Cuentas,Diana Reyes,57,2011,"genre:""Regional Mexican""",0.75,0.718,3,-3.224,1,0.0356,0.68,0.000258,0.204,0.968,110.926,222720,3
5YnM1ANB0hhm9Jk2O53Zrl,Cuanto Te Debo,Jenni Rivera,56,2006,"genre:""Regional Mexican""",0.799,0.497,5,-3.546,1,0.0854,0.776,2.29e-06,0.207,0.967,97.01,160880,4
0MVpfvWjNeCJpX75xawcU5,Cómo Te Va Mi Amor,Los Horóscopos De Durango,54,2006,"genre:""Regional Mexican""",0.682,0.716,8,-3.518,1,0.0379,0.555,3.47e-05,0.351,0.694,149.312,203880,4
6JcN0pwRcegqH1hyZcID15,A Que No Le Cuentas - Banda,Jenni Rivera,58,2011,"genre:""Regional Mexican""",0.701,0.542,9,-3.394,0,0.0308,0.677,0.0,0.335,0.852,120.049,242227,4
6LBjmKiWAtPkQvNP2BLhYZ,Pedacito de Mí,Jenni Rivera,52,2023,"genre:""Regional Mexican""",0.639,0.351,1,-9.55,1,0.0471,0.435,1.37e-06,0.0863,0.88,166.032,210040,4
4slj1zrClwJSLdUNLezp4f,Paloma Negra - Live,Jenni Rivera,55,2007,"genre:""Regional Mexican""",0.383,0.493,2,-6.583,1,0.0349,0.304,0.0,0.933,0.488,113.176,226695,4
3B1rdhOmO7LwlyIFsC0xFK,"Parrandera, Rebelde y Atrevida",Jenni Rivera,53,2005,"genre:""Regional Mexican""",0.831,0.711,3,-1.011,1,0.213,0.758,2.36e-06,0.162,0.93,130.162,176427,4
